"time{s}","chassis\zChassis","wheel\zWheel","ground\zGround","chassis1\zChassis","wheel1\zWheel","ground1\zGround"
0.11,1,0.5,0,1.00001522335797,0.500043401708384,0
0.111,1,0.5,0,1.00001532116814,0.500046169505608,0
0.112,1,0.5,0,1.00001542599975,0.500048688346916,0
0.113,1,0.5,0,1.00001553729257,0.500050954230046,0
0.114,1,0.5,0,1.0000156544704,0.500052964288798,0
0.115,1,0.5,0,1.00001577694383,0.500054716775934,0
0.116,1,0.5,0,1.00001590411298,0.50005621104192,0
0.117,1,0.5,0,1.00001603537026,0.500057447509727,0
0.118,1,0.5,0,1.00001617010299,0.500058427645884,0
0.119,1,0.5,0,1.00001630769613,0.500059153927991,0
0.12,1,0.5,0,1.00001644753479,0.500059629808922,0
0.121,1,0.5,0,1.00001658900681,0.500059859677953,0
0.122,1,0.5,0,1.00001673150513,0.500059848819039,0
0.123,1,0.5,0,1.00001687443023,0.500059603366492,0
0.124,1,0.5,0,1.00001701719233,0.500059130258305,0
0.125,1,0.5,0,1.00001715921361,0.500058437187377,0
0.126,1,0.5,0,1.00001729993025,0.500057532550879,0
0.127,1,0.5,0,1.00001743879442,0.500056425398036,0
0.128,1,0.5,0,1.00001757527607,0.500055125376556,0
0.129,1,0.5,0,1.00001770886472,0.500053642677973,0
0.13,1,0.5,0,1.00001783907101,0.500051987982162,0
0.131,1,0.5,0,1.00001796542819,0.500050172401247,0
0.132,1,0.5,0,1.00001808749347,0.500048207423184,0
0.133,1,0.5,0,1.00001820484924,0.50004610485522,0
0.134,1,0.5,0,1.00001831710411,0.500043876767495,0
0.135,1,0.5,0,1.00001842389389,0.500041535436994,0
0.136,1,0.5,0,1.0000185248824,0.500039093292074,0
0.137,1,0.5,0,1.0000186197621,0.500036562857782,0
0.138,1,0.5,0,1.00001870825469,0.500033956702166,0
0.139,1,0.5,0,1.00001879011148,0.500031287383773,0
0.14,1,0.5,0,1.00001886511365,0.500028567400512,0
0.141,1,0.5,0,1.00001893307244,0.500025809140075,0
0.142,1,0.5,0,1.00001899382914,0.500023024832052,0
0.143,1,0.5,0,1.00001904725498,0.500020226501926,0
0.144,1,0.5,0,1.00001909325093,0.500017425927053,0
0.145,1,0.5,0,1.00001913174736,0.500014634594784,0
0.146,1,0.5,0,1.00001916270354,0.500011863662838,0
0.147,1,0.5,0,1.00001918610714,0.500009123922023,0
0.148,1,0.5,0,1.00001920197357,0.500006425761406,0
0.149,1,0.5,0,1.00001921034517,0.500003779136013,0
0.15,1,0.5,0,1.0000192112904,0.500001193537121,0
0.151,1,0.5,0,1.00001920490292,0.499998677965206,0
0.152,1,0.5,0,1.00001919130055,0.499996240905577,0
0.153,1,0.5,0,1.00001917062418,0.499993890306745,0
0.154,1,0.5,0,1.00001914303666,0.499991633561533,0
0.155,1,0.5,0,1.00001910872156,0.499989477490935,0
0.156,1,0.5,0,1.00001906788187,0.499987428330731,0
0.157,1,0.5,0,1.00001902073878,0.499985491720831,0
0.158,1,0.5,0,1.0000189675302,0.499983672697328,0
0.159,1,0.5,0,1.00001890850951,0.499981975687223,0
0.16,1,0.5,0,1.00001884394401,0.499980404505776,0
0.161,1,0.5,0,1.00001877411359,0.499978962356425,0
0.162,1,0.5,0,1.00001869930921,0.499977651833214,0
0.163,1,0.5,0,1.00001861983147,0.499976474925647,0
0.164,1,0.5,0,1.00001853598914,0.499975433025896,0
0.165,1,0.5,0,1.00001844809772,0.499974526938266,0
0.166,1,0.5,0,1.00001835647793,0.499973756890829,0
0.167,1,0.5,0,1.00001826145437,0.499973122549117,0
0.168,1,0.5,0,1.00001816335401,0.499972623031766,0
0.169,1,0.5,0,1.00001806250487,0.499972256928011,0
0.17,1,0.5,0,1.00001795923465,0.499972022316886,0
0.171,1,0.5,0,1.00001785386939,0.499971916788041,0
0.172,1,0.5,0,1.00001774673221,0.49997193746402,0
0.173,1,0.5,0,1.00001763814205,0.499972081023889,0
0.174,1,0.5,0,1.00001752841252,0.499972343728083,0
